date,Q,P,PET,T
1996-08-14,0,0,5.76,13.62
1996-08-15,0,0,6,16.07
1996-08-16,0,0,6.46,16.96
1996-08-17,0,0,7.23,16.33
1996-08-18,0,0,5.4,15.18
1996-08-19,0,0,5.25,12.91
1996-08-20,0,0,5.39,13.08
1996-08-21,0,0,5.51,14.44
1996-08-22,0,0,6.76,16.18
1996-08-23,0,0,6.49,17.14
1996-08-24,0,0,7.01,18.06
1996-08-25,0,0,6.76,17.69
1996-08-26,0,0,6.7,15.52
1996-08-27,0,0,5.88,15.8
1996-08-28,0,0,6.46,16.93
1996-08-29,0,0,7.65,18.65
1996-08-30,0,0,7.69,18.49
1996-08-31,0,0,5.85,18.81
1996-09-01,0,0,6.43,17.46
1996-09-02,0,0,6.23,17.78
1996-09-03,0,0,7.55,18.68
1996-09-04,0,0,8.04,19.82
1996-09-05,0,0,6.74,19.63
1996-09-06,0,0,6.84,17.77
1996-09-07,0,0,7.71,19.12
1996-09-08,0,0,8.17,20.88
1996-09-09,0,0,7.67,21.28
1996-09-10,0,0,7.38,20.71
1996-09-11,0,0.2,6.3,15.58
1996-09-12,0,0.83,6.42,9.01
1996-09-13,0,0,5.57,11.05
1996-09-14,0,0,6.7,15.05
1996-09-15,0,0,7.57,18.33
1996-09-16,0,0,6.92,18.55
1996-09-17,0,0,6.15,10.03
1996-09-18,0,0,8.14,9.74
1996-09-19,0,0,7.42,13.73
1996-09-20,0,0,7.86,17.15
1996-09-21,0,0.03,7.17,18.89
1996-09-22,0,0.05,8.68,20.39
1996-09-23,0,0,8.87,21.26
1996-09-24,0,0,8,19.19
1996-09-25,0,0,6.96,17.79
1996-09-26,0,0,8.07,17.76
1996-09-27,0,0,8.44,19.64
1996-09-28,0,0,7.94,22.09
1996-09-29,0,0.01,8.81,22.75
1996-09-30,0,0,9.76,22.84
1996-10-01,0,0,8.8,21.76
1996-10-02,0,0,8.15,20.48
1996-10-03,0,0,8.11,19.84
1996-10-04,0,0,7.53,19.36
1996-10-05,0,0,7.59,18.72
1996-10-06,0,0,8.29,21.39
1996-10-07,0,0.49,8.38,23.55
1996-10-08,0,0.23,8.82,24.84
1996-10-09,0,0,11.78,24.72
1996-10-10,0,0.04,7.93,20.06
1996-10-11,0,0,8.04,19.67
1996-10-12,0,0,7.6,19.03
1996-10-13,0,0,7.69,19.5
1996-10-14,0,0,8.2,21.15
1996-10-15,0,0,10.26,23.86
1996-10-16,0,0.16,11.54,26.2
1996-10-17,0,1.15,12.1,25.64
1996-10-18,0,0.63,10.19,23.25
1996-10-19,0,0,8.62,19.93
1996-10-20,0,0,9.02,20.17
1996-10-21,0,0,8.33,20.57
1996-10-22,0,0,9.11,19.78
1996-10-23,0,0,9.3,19.44
1996-10-24,0,0,9.1,20.68
1996-10-25,0,0,10.18,22.9
1996-10-26,0,0,10.51,23.27
1996-10-27,0,0,9.97,23.58
1996-10-28,0,0,9.45,23.37
1996-10-29,0,0,8.66,21.11
1996-10-30,0,0,8.14,20.41
1996-10-31,0,0,9.99,22.88
1996-11-01,0,0,9.71,24.05
1996-11-02,0,0.25,9.16,25.08
1996-11-03,0,1.52,9.31,25.31
1996-11-04,0,0.53,8.63,24.53
1996-11-05,0,1.11,8.59,23.68
1996-11-06,0,0.66,8.52,21.29
1996-11-07,0,15.27,4.02,14.5
1996-11-08,0,0.01,7.46,13.86
1996-11-09,0,0,9.25,17.67
1996-11-10,0,0,9.66,20.73
1996-11-11,0,1.59,7.04,19.75
1996-11-12,0,1.59,5.83,19.01
1996-11-13,0,0,9.08,21.55
1996-11-14,0,0.01,9.99,22.81
1996-11-15,0,0.28,8.79,21.62
1996-11-16,0,0,9.32,18.47
1996-11-17,0,0,8.32,15.65
1996-11-18,0,0,10.07,17.77
1996-11-19,0,0,8.63,16.39
1996-11-20,0,0,8.27,13.64
1996-11-21,0,0,8.26,14.47
1996-11-22,0,0,10.22,17.94
1996-11-23,0,0,10.19,19.85
1996-11-24,0,0,10.14,20.38
1996-11-25,0,0,8.66,20.5
1996-11-26,0,0,9.5,21.17
1996-11-27,0,0,10.05,22.04
1996-11-28,0,0,10.02,21.69
1996-11-29,0,0,8.97,20.59
1996-11-30,0,0,9.47,21.33
1996-12-01,0,0,9.28,21.54
1996-12-02,0,0,9.75,22.92
1996-12-03,0,0,10.23,23.66
1996-12-04,0,0,9.92,24.4
1996-12-05,0,0.12,10.08,25.08
1996-12-06,0,5.55,6.91,22.08
1996-12-07,0,0.03,8.5,22.7
1996-12-08,0,0,9.68,23.53
1996-12-09,0,0,9.75,23.89
1996-12-10,0,0,9.8,23.72
1996-12-11,0,0.02,9.55,23.72
1996-12-12,0,0,11.51,26.32
1996-12-13,0,0,11.21,27.01
1996-12-14,0,0,10.16,26.56
1996-12-15,0,0.56,9.47,25.83
1996-12-16,0,0,9.67,25.56
1996-12-17,0,0,10,24.15
1996-12-18,0,0,10.89,22.72
1996-12-19,0,0,13.95,24.53
1996-12-20,0,0,10.11,23.91
1996-12-21,0,0,9.94,22.64
1996-12-22,0,0,9.91,21.79
1996-12-23,0,0,9.45,21.09
1996-12-24,0,0,9.56,22.5
1996-12-25,0,0,9.97,23.63
1996-12-26,0,1.72,7.57,23.03
1996-12-27,0,21.54,2.43,19.03
1996-12-28,0,2.6,7.13,19.84
1996-12-29,0,0,9.34,18.32
1996-12-30,0,0,9.58,17.73
1996-12-31,0,0,9.1,18.31
1997-01-01,0,0,9.48,20.95
1997-01-02,0,0,9.88,23.25
1997-01-03,0,0,10.05,24.18
1997-01-04,0,0.05,9.33,24.8
1997-01-05,0,4.12,9,25.61
1997-01-06,0,1.14,9.89,25.48
1997-01-07,0,2.35,8.76,24
1997-01-08,0,11.2,4.41,17.76
1997-01-09,0,3.86,3.2,16.72
1997-01-10,0,0,8.68,19.66
1997-01-11,0,0,9.17,20.43
1997-01-12,0,0.19,8.47,22.06
1997-01-13,0,10.29,6.44,20.14
1997-01-14,0,26.15,5.31,18.94
1997-01-15,0,12.08,2.5,17.19
1997-01-16,0,16.62,2.82,18.1
1997-01-17,0,25.51,6.1,20.19
1997-01-18,0,4.32,6.57,20.35
1997-01-19,0,32.18,5.29,20.06
1997-01-20,0,13.48,6.19,20.46
1997-01-21,0,13.32,4.71,20.01
1997-01-22,0,15.76,4.52,19.53
1997-01-23,0,18.06,5.69,20.25
1997-01-24,0,0.08,7.38,20.87
1997-01-25,0,24.57,5.49,20.28
1997-01-26,0,25.45,4.96,20.15
1997-01-27,0,9.79,6.27,20.4
1997-01-28,0,0.87,6,20.86
1997-01-29,0,0.06,6.45,19.72
1997-01-30,0,0.05,7.65,18.61
1997-01-31,0,0,8.26,16.48
1997-02-01,0,0,8.52,16.94
1997-02-02,0,0,8.79,19.84
1997-02-03,0,0,8.18,20.9
1997-02-04,0,0.02,8.04,22.15
1997-02-05,0,10,5.78,21.05
1997-02-06,0,20.4,5.6,20.41
1997-02-07,0,1.92,7.1,20.89
1997-02-08,0,1.18,7.17,21.75
1997-02-09,0,17.58,6.24,20.43
1997-02-10,0,12.8,5.9,19.26
1997-02-11,0,9.87,5.04,19.25
1997-02-12,0,19.46,4.24,19.11
1997-02-13,0,1.66,6.38,19.95
1997-02-14,0,0.1,6.73,19.43
1997-02-15,0,0.05,5.89,19.21
1997-02-16,0,0,5.75,19.39
1997-02-17,0,0,6.16,20.77
1997-02-18,0,0.01,7.2,21.64
1997-02-19,0,0,7.32,22.89
1997-02-20,0,0,9.48,22.95
1997-02-21,0,0,9.86,23.55
1997-02-22,0,0.33,7.15,23.26
1997-02-23,0,0.2,8.81,24.05
1997-02-24,0,5.72,7.36,22.4
1997-02-25,0,7.42,5.75,20.14
1997-02-26,0,0.42,5.98,20.13
1997-02-27,0,0.18,6.45,20.29
1997-02-28,0,2.33,5.98,19.94
1997-03-01,0,10,5.05,20.43
1997-03-02,0,8.08,4.19,19.86
1997-03-03,0,0.18,6.22,20.01
1997-03-04,0,0,6.85,20.13
1997-03-05,0,0.01,7.4,20.41
1997-03-06,0,0,8.04,20.67
1997-03-07,0,0,7.79,21.52
1997-03-08,0,0,8.66,22.6
1997-03-09,0,10.35,6.03,21.94
1997-03-10,0,6.08,5.78,21.04
1997-03-11,0,0,7.17,20.88
1997-03-12,0,3.39,5.68,20.5
1997-03-13,0,6.92,5.42,20.25
1997-03-14,0,1.5,5.84,19.46
1997-03-15,0,10.95,5.95,19.3
1997-03-16,0,2.14,4.85,18.46
1997-03-17,0,5.81,3.81,18.35
1997-03-18,0,6.54,4.66,17.7
1997-03-19,0,0.26,6.04,16.39
1997-03-20,0,0.01,5.81,14.46
1997-03-21,0,0,6.43,17.22
1997-03-22,0,0,6.63,18.84
1997-03-23,0,0.01,6.54,19.83
1997-03-24,0,0,6.65,20.73
1997-03-25,0,0.01,6.97,20.71
1997-03-26,0,0,6.75,21.31
1997-03-27,0,0.03,7.1,21.19
1997-03-28,0,0.35,6.35,20.19
1997-03-29,0,0.4,6.4,18.1
1997-03-30,0,0,7.14,17.01
1997-03-31,0,0,7.43,17.96
1997-04-01,0,0,7.16,17.78
1997-04-02,0,0,7.35,16.51
1997-04-03,0,0,7.74,16.89
1997-04-04,0,0,7.01,16.22
1997-04-05,0,0,6.38,15.94
1997-04-06,0,0,8.04,16.68
1997-04-07,0,0,7.81,16.07
1997-04-08,0,0,7.84,16.11
1997-04-09,0,0,7.51,17.5
1997-04-10,0,0,7.51,18.56
1997-04-11,0,0,7.36,18.92
1997-04-12,0,0,7.93,19.28
1997-04-13,0,0.07,7.3,18.53
1997-04-14,0,0.38,6.65,18.33
1997-04-15,0,0.16,6.33,18.32
1997-04-16,0,0.04,5.86,18.99
1997-04-17,0,0,6.81,19.91
1997-04-18,0,0,6.18,19.69
1997-04-19,0,0.49,5.91,19.57
1997-04-20,0,0.06,6.4,20.01
1997-04-21,0,0,6.95,20.28
1997-04-22,0,0,7.24,18.29
1997-04-23,0,0,5.47,16.12
1997-04-24,0,0,6.93,16.48
1997-04-25,0,0,7.15,17.44
1997-04-26,0,0,6.57,19.38
1997-04-27,0,0,6.36,19.49
1997-04-28,0,0,6.84,20.36
1997-04-29,0,0.01,7.26,20.88
1997-04-30,0,0,7.47,20.55
1997-05-01,0,0.01,5.97,19.02
1997-05-02,0,0,6.23,18.49
1997-05-03,0,0,6.18,18.17
1997-05-04,0,0.01,5.97,18.43
1997-05-05,0,0.18,6.4,19.01
1997-05-06,0,0.06,5.55,19.33
1997-05-07,0,0.04,5.32,18.32
1997-05-08,0,0,5.25,18.06
1997-05-09,0,0,4.58,18.11
1997-05-10,0,0,5.98,18.31
1997-05-11,0,0,6.07,17.36
1997-05-12,0,0,5.61,16.17
1997-05-13,0,0,5.49,15.92
1997-05-14,0,0,6,15.67
1997-05-15,0,0,5.58,15.3
1997-05-16,0,0,6.35,16.12
1997-05-17,0,0,6.47,16.13
1997-05-18,0,0,6.55,16.15
1997-05-19,0,0,6.34,16.19
1997-05-20,0,0,5.3,16.11
1997-05-21,0,0,6.48,16.43
1997-05-22,0,1.39,5.76,16.01
1997-05-23,0,0,4.85,11.9
1997-05-24,0,0.12,4.43,7.16
1997-05-25,0,5.23,4.05,6.01
1997-05-26,0,1.56,3.46,7.2
1997-05-27,0,0,3.44,9.4
1997-05-28,0,0,4.27,8.14
1997-05-29,0,0,5.29,7.97
1997-05-30,0,0,5.5,9.58
1997-05-31,0,0,4.72,9.65
1997-06-01,0,0,4.24,10.89
1997-06-02,0,0,4.68,12.14
1997-06-03,0,0,4.67,13.28
1997-06-04,0,0,5.06,14.64
1997-06-05,0,0,5.22,15.23
1997-06-06,0,0,5.49,15.53
1997-06-07,0,0,5.86,15.75
1997-06-08,0,0,4.78,15.16
1997-06-09,0,0,4.14,15.42
1997-06-10,0,0,3.99,14.64
1997-06-11,0,0,3.94,14.11
1997-06-12,0,0,4.39,10.99
1997-06-13,0,0,4.93,12.44
1997-06-14,0,0,4.58,13.81
1997-06-15,0,0,4.07,13.14
1997-06-16,0,0,3.69,14.48
1997-06-17,0,0,4.19,14.58
1997-06-18,0,0,4.68,13.52
1997-06-19,0,0,4.95,14.68
1997-06-20,NaN,0,4.96,14.9
1997-06-21,NaN,0,5.93,14.45
1997-06-22,NaN,0,5.24,14.26
1997-06-23,NaN,0,5.11,14.24
1997-06-24,NaN,0,5.03,13.59
1997-06-25,NaN,0,4.51,15.06
1997-06-26,NaN,0,4.31,15.86
1997-06-27,NaN,0,4.37,15.91
1997-06-28,NaN,0,4.56,13.48
1997-06-29,NaN,0.05,4.72,8.77
1997-06-30,NaN,0,4.65,8.44
1997-07-01,NaN,0,4.01,10.49
1997-07-02,NaN,0,5.6,10.43
1997-07-03,NaN,0,5.01,11.94
1997-07-04,NaN,0,4,12.38
1997-07-05,NaN,0,5.44,10.99
1997-07-06,NaN,0,6.58,12.25
1997-07-07,NaN,0,5.72,11.96
1997-07-08,NaN,0,4.42,12.28
1997-07-09,NaN,0,4.7,13.1
1997-07-10,NaN,0,4.98,12.42
1997-07-11,NaN,0,5.65,12.52
1997-07-12,NaN,0,6.32,13.07
1997-07-13,NaN,0,7.29,13.33
1997-07-14,NaN,0,6.86,12.29
1997-07-15,NaN,0,6.43,12.32
1997-07-16,NaN,0,5,11.89
1997-07-17,NaN,0,5.48,12.62
1997-07-18,NaN,0,6.11,13.63
1997-07-19,NaN,0,5.95,14.84
1997-07-20,NaN,0,5.31,15.4
1997-07-21,NaN,0,6.05,15.73
1997-07-22,NaN,0,5.54,15.33
1997-07-23,NaN,0,5.16,14.67
1997-07-24,NaN,0,4.86,14.04
1997-07-25,NaN,0,4.43,14.14
1997-07-26,0,0,5.7,14.02
1997-07-27,0,0,4.03,11.03
1997-07-28,0,0,5.23,12.39
1997-07-29,0,0,5.45,15.7
1997-07-30,0.41,0,5.2,19.42
1997-07-31,0.68,0,5.59,18.38
1997-08-01,3.73,0,5.63,17.38
1997-08-02,0.34,0,5.29,15.97
1997-08-03,0,0,6.34,15.14
1997-08-04,0,0,4.88,13.04
1997-08-05,0,0,4.99,12.04
1997-08-06,0,0,5.07,13.74
1997-08-07,0,0,7.19,15.4
1997-08-08,0,0,6.33,16.2
1997-08-09,0,0,6.6,15.95
1997-08-10,0,0,5.31,16.03
1997-08-11,0,0,5.13,15.7
1997-08-12,0,0,6.17,16.47
1997-08-13,0,0,6.91,16.69
1997-08-14,0,0,6.91,17.11
1997-08-15,0,0,6.83,17.66
1997-08-16,0,0,5.65,17.42
1997-08-17,1.11,0,6.4,17.46
1997-08-18,0,0,7.36,17.21
1997-08-19,0,0,5.57,17.41
1997-08-20,0.36,0,6.13,18.66
1997-08-21,0,0,6.92,19.51
1997-08-22,0.27,0,6.25,18.63
1997-08-23,0,0,7.85,19.18
1997-08-24,0,0,8.36,19.31
1997-08-25,0,0,8.55,19.97
1997-08-26,0,0,8.4,20
1997-08-27,0,0.01,8.61,18.01
1997-08-28,0,0.47,6.02,13.14
1997-08-29,0,0,5.89,13.2
1997-08-30,0,0,5.82,13.72
1997-08-31,0,0,5.53,15.14
1997-09-01,0,0,7.18,15.53
1997-09-02,0.86,0,5.89,14.5
1997-09-03,0.05,0,4.96,16.05
1997-09-04,0,0,7.13,18.57
1997-09-05,1.33,0.01,6.87,21.38
1997-09-06,0,0.02,4.91,18.32
1997-09-07,0,0.51,6.03,18.49
1997-09-08,0,0.1,6.82,18.38
1997-09-09,0,0.44,6.33,17.82
1997-09-10,0,0,6.32,17.2
1997-09-11,0,0.03,6.43,18.66
1997-09-12,0,2.52,5.93,17.81
1997-09-13,0,1.58,5.91,18.38
1997-09-14,0,0.34,5.82,17.59
1997-09-15,0,0.44,5.98,18.06
1997-09-16,0,0,6.64,18.92
1997-09-17,0,0.06,7.42,19.11
1997-09-18,0,0.1,7.15,19.78
1997-09-19,0,0,8.02,18.71
1997-09-20,0,0,8.09,18.33
1997-09-21,0,0,8.34,21.22
1997-09-22,0,0,8.51,21.52
1997-09-23,0,0,8.05,22.77
1997-09-24,0,0,8.65,23.34
1997-09-25,0,0,9.81,24.77
1997-09-26,0,0,8.24,25.33
1997-09-27,0,0,9.15,25.21
1997-09-28,0,0,10.16,26.11
1997-09-29,0,0,11.87,26.3
1997-09-30,0,0,11.26,25.7
1997-10-01,0,0,11.16,25.02
1997-10-02,0,0,10.06,23.46
1997-10-03,0,0.06,9.4,23.22
1997-10-04,0,0.27,8.46,23.84
1997-10-05,0,0,8.48,23.9
1997-10-06,0,0,9.3,24.4
1997-10-07,0,0.02,9.28,23.82
1997-10-08,0,0.43,9.73,23.38
1997-10-09,0,0.07,9.58,23.6
1997-10-10,0,0.06,7.92,21.9
1997-10-11,0,0,8.92,20.97
1997-10-12,0,0,8.77,21.38
1997-10-13,0,0.08,8.01,21.9
1997-10-14,0,0,9.04,23.43
1997-10-15,0,0,9.9,22.68
1997-10-16,0,0,8.85,20.91
1997-10-17,0,0.01,9.07,21.28
1997-10-18,0,0.25,8.88,20.9
1997-10-19,0,0.99,8.55,20.14
1997-10-20,0,0.01,8.64,20.98
1997-10-21,0,0,9.07,22.48
1997-10-22,0,0.01,7.66,23.03
1997-10-23,0,0,9.52,24.21
1997-10-24,0,0,9.63,23.47
1997-10-25,0,0,9.51,23.62
1997-10-26,0,0,9.51,22.48
1997-10-27,0,0,10.72,22.82
1997-10-28,0,0.32,10.02,24.04
1997-10-29,0,0.64,8.64,22.44
1997-10-30,0,0.29,8.62,22.21
1997-10-31,0,8.28,6.2,20.6
1997-11-01,0,0,8.99,21.84
1997-11-02,0,0,9.07,22.32
1997-11-03,0,0,8.93,24.46
1997-11-04,0,0.01,8.58,24.77
1997-11-05,0,0,9.81,25.74
1997-11-06,0,0,9.16,26.05
1997-11-07,0,0,9.97,26.36
1997-11-08,0,0,9.4,24.9
1997-11-09,0,0,10.55,25.66
1997-11-10,0,2.17,7.82,24.11
1997-11-11,0,0.18,9.39,24.01
1997-11-12,0,0,9.52,23.44
1997-11-13,0,0.01,9.85,22.87
1997-11-14,0,0,9.9,21.82
1997-11-15,0,0.01,9.22,18.27
1997-11-16,0,0.01,8,11.75
1997-11-17,0,0,8.02,14.42
1997-11-18,0,0,9.74,18.88
1997-11-19,0,0,11.34,21.9
1997-11-20,0,0,9.44,22.03
1997-11-21,0,0,10.36,20.8
1997-11-22,0,0,11.58,21.82
1997-11-23,0,0,9.88,21.94
1997-11-24,0,0,9.15,21.02
1997-11-25,0,0,9.49,20.39
1997-11-26,0,0,9.04,20.06
1997-11-27,0,0,9.48,22.03
1997-11-28,0,0,10.01,22.73
1997-11-29,0,0,9.73,23.17
1997-11-30,0,0,9.86,23.32
1997-12-01,0,0,9.82,23.32
1997-12-02,0,0,10.1,23.26
1997-12-03,0,0,10.15,23.1
1997-12-04,0,0,10.01,24.2
1997-12-05,0,0,10.39,24.89
1997-12-06,0,0,10.56,24.7
1997-12-07,0,0,9.83,24.37
1997-12-08,0,0,9.38,24.82
1997-12-09,0,0,8.63,25.65
1997-12-10,0,7.55,7.63,24.86
1997-12-11,0,2.49,8.55,25.35
1997-12-12,0,2.93,9.25,25.68
1997-12-13,0,1.29,7.97,25.24
1997-12-14,0,3.37,10.07,26
1997-12-15,0,1.24,7.89,25.81
1997-12-16,0,5.65,7.43,23.22
1997-12-17,0,0,11.16,22.62
1997-12-18,0,0,10.87,23.51
1997-12-19,0,0,11.32,25.26
1997-12-20,0,1.96,8.49,23.42
1997-12-21,0,1.84,7.43,22.7
1997-12-22,0,0.27,8.44,23.82
1997-12-23,0,0.1,7.38,23.69
1997-12-24,0,8.41,6.9,22.1
1997-12-25,0,0.09,7.33,23.11
1997-12-26,0,7.08,7.75,22.95
1997-12-27,0,8.3,7.29,22.05
1997-12-28,0,15.43,4.55,20.33
1997-12-29,0,7.36,4.87,19.77
1997-12-30,0,27.3,2.89,17.95
1997-12-31,0,0.05,7.53,17.78
1998-01-01,0,1.31,6.85,19.1
1998-01-02,0,0.24,8.36,20.89
1998-01-03,0,0.32,7.32,21.28
1998-01-04,0,6.33,6.87,21.13
1998-01-05,0,0.09,7.67,21.84
1998-01-06,0,0.03,9.05,21.29
1998-01-07,0,0,9.04,19.79
1998-01-08,0,0,9.15,19.09
1998-01-09,0,0.03,9.28,17.97
1998-01-10,0,0,10.46,20.09
1998-01-11,0,0,10.6,22.58
1998-01-12,0,0,10.14,23.42
1998-01-13,0,0,8.91,24
1998-01-14,0,0.15,10.1,24.8
1998-01-15,0,8.27,8.86,23.32
1998-01-16,0,6.56,7.92,22.69
1998-01-17,0,1.1,7.61,23.9
1998-01-18,0,17.46,7.45,23.22
1998-01-19,0,8.77,6.46,22.18
1998-01-20,0,0,8.42,22.63
1998-01-21,0,0,9.13,22.52
1998-01-22,0,0,9.44,23.43
1998-01-23,0,0,9.79,24.52
1998-01-24,0,0.03,9.32,25.22
1998-01-25,0,0,9.77,25.02
1998-01-26,0,9.32,6.75,23.72
1998-01-27,0,3.47,7.33,22.74
1998-01-28,0,3.08,8.3,23.4
1998-01-29,0,0.73,8.75,23.2
1998-01-30,0,0,9.97,22.75
1998-01-31,0,0,9.56,23.35
1998-02-01,0,0,9.55,24.3
1998-02-02,0,0,10.29,24.85
1998-02-03,0,0,9.53,24.57
1998-02-04,0,0,10.84,26.43
1998-02-05,0,0,10.77,27.79
1998-02-06,0,0,11.3,29.09
1998-02-07,0,2.73,9.74,27.08
1998-02-08,0,0,10.5,27.72
1998-02-09,0,1.49,11.42,27.78
1998-02-10,0,0.61,10.91,27.47
1998-02-11,0,0,11.29,27.68
1998-02-12,0,0.02,9.7,25.61
1998-02-13,0,0.06,8.92,25.02
1998-02-14,0,5.41,8.32,23.59
1998-02-15,0,0.49,8.81,23.38
1998-02-16,0,0,8.95,23.48
1998-02-17,0,0,8.7,23.66
1998-02-18,0,0,9.15,23.01
1998-02-19,0,0.02,8.65,23.24
1998-02-20,0,0,8.96,23.43
1998-02-21,0,0,9.7,24.5
1998-02-22,0,0,9.08,25.53
1998-02-23,0,0,9.14,26.02
1998-02-24,0,0,9.58,27.07
1998-02-25,0,0.79,8.27,24.9
1998-02-26,0,0.89,7.67,23.67
1998-02-27,0,0.02,8.03,24.33
1998-02-28,0,0,8.3,24.92
1998-03-01,0,0,9.13,25.34
1998-03-02,0,0,10.28,25.89
1998-03-03,0,0,10.06,25.34
1998-03-04,0,0,9.75,26.1
1998-03-05,0,0.03,8.76,26.29
1998-03-06,0,0,8.6,25.86
1998-03-07,0,0.01,10.12,25.6
1998-03-08,0,0.06,9.41,24.4
1998-03-09,0,0,9.19,24.26
1998-03-10,0,0,9.58,25
1998-03-11,0,0,9.59,24.34
1998-03-12,0,0,9.21,22.97
1998-03-13,0,0,9.02,22.19
1998-03-14,0,0,9.01,22.58
1998-03-15,0,0,9.83,23.09
1998-03-16,0,0.01,8.92,23.39
1998-03-17,0,0.48,7.05,24.22
1998-03-18,0,0.24,8.74,25.52
1998-03-19,0,0.01,8.27,26.46
1998-03-20,0,0.12,8.28,25.35
1998-03-21,0,0,8.07,24.28
1998-03-22,0,0,8.31,24.77
1998-03-23,0,0,9.4,25.36
1998-03-24,0,0,9.64,25.23
1998-03-25,0,0,8.65,24.55
1998-03-26,0,0.41,6.38,22.2
1998-03-27,0,1.27,6.22,20.32
1998-03-28,0,0.67,7.02,22.11
1998-03-29,0,16.34,6.13,20.76
1998-03-30,0,0.68,3.67,20.61
1998-03-31,0,4.09,5.28,21.02
1998-04-01,0,0.18,5.29,21.87
1998-04-02,0,0,6.4,22.41
1998-04-03,0,0.25,5.91,22.2
1998-04-04,0,0,7.24,23.04
1998-04-05,0,0,7.77,23.76
1998-04-06,0,0,8.12,23.66
1998-04-07,0,0,7.45,24.09
1998-04-08,0,0.04,9.92,24.56
1998-04-09,0,0,9.09,24.5
1998-04-10,0,0.84,6.39,22.34
1998-04-11,0,0.19,6.36,22.03
1998-04-12,0,0.04,6.86,22.12
1998-04-13,0,0.01,6.95,22.62
1998-04-14,0,0,6.06,22.99
1998-04-15,0,0.02,5.97,23.02
1998-04-16,0,0,7.55,23.21
1998-04-17,0,0,9.51,22.77
1998-04-18,0,0,8.57,21.6
1998-04-19,0,0,8.42,20.89
1998-04-20,0,0,9.25,21.04
1998-04-21,0,0,7.83,20.91
1998-04-22,0,0,6.5,19.44
1998-04-23,0,0,6.63,20.68
1998-04-24,0,0,7.07,21.97
1998-04-25,0,0,7.35,22.24
1998-04-26,0,0,7.1,22.31
1998-04-27,0,0,7.67,22.41
1998-04-28,0,0,8.98,22.83
1998-04-29,0,0,8.61,22.66
1998-04-30,0,0,8.52,22.41
1998-05-01,0,0,7.2,21.39
1998-05-02,0,0,6.81,20.82
1998-05-03,0,0,7.42,20.99
1998-05-04,0,0,6.94,21.01
1998-05-05,0,0,6.88,20.59
1998-05-06,0,0,6.76,19.98
1998-05-07,0,0,6.29,19.98
1998-05-08,0,0,6.32,18.26
1998-05-09,0,0,5.74,17.15
1998-05-10,0,0,5.37,16.36
1998-05-11,0,0,5.25,16.05
1998-05-12,0,0,5.57,16.24
1998-05-13,0,0,5.15,16.4
1998-05-14,0,0,5.19,16.72
1998-05-15,0,0,7.02,17.92
1998-05-16,0,0,7.43,18.5
1998-05-17,0,0,8.26,16.59
1998-05-18,0,0,6.47,15.89
1998-05-19,0,0,5.17,15.8
1998-05-20,0,0,6,16.15
1998-05-21,0,0,6.57,16.75
1998-05-22,0,0,5.97,17.52
1998-05-23,0,0,5,18.1
1998-05-24,0,0,6.1,18.72
1998-05-25,0,0,5.84,18.62
1998-05-26,0,0,5.82,18.27
1998-05-27,0,0,6.52,17.62
1998-05-28,0,0,6.02,14.84
1998-05-29,0,0,6.02,13.6
1998-05-30,0,0,5.87,13.96
1998-05-31,0,0,5.91,15.5
1998-06-01,0,0,4.79,15.76
1998-06-02,0,0,4.51,16.05
1998-06-03,0,0,4.99,16.29
1998-06-04,0,0,4.71,16.59
1998-06-05,0,0,4.58,17.34
1998-06-06,0,0,5.02,14.76
1998-06-07,0,0,4.77,13.73
1998-06-08,0,0,4.26,16.03
1998-06-09,0,0,4.47,15.85
1998-06-10,0,0,4.05,15.33
1998-06-11,0,0,4.89,15.23
1998-06-12,0,0,5,15.42
1998-06-13,0,0,5.63,15.5
1998-06-14,0,0,4.39,15.52
1998-06-15,0,0,4.11,16
1998-06-16,0,0,5.42,16.54
1998-06-17,0,0,6.18,16.12
1998-06-18,0,0,5.32,15.28
1998-06-19,0,0,4.64,15.43
1998-06-20,0,0,5.16,15.7
1998-06-21,0,0,4.53,15.67
1998-06-22,0,0,4.53,15.62
1998-06-23,0.36,0,4.59,16.1
1998-06-24,1.67,0,5.68,16.02
1998-06-25,0,0,6.48,17.84
1998-06-26,0.54,0,5.36,17.22
1998-06-27,0.02,0,4.75,15.59
1998-06-28,0,0,6.7,14.92
1998-06-29,0,0,7.39,14.51
1998-06-30,0,0,5.45,14.44
1998-07-01,0,0,4.59,14.15
1998-07-02,0,0,4.33,14.13
1998-07-03,0,0,4.07,13.83
1998-07-04,0,0,4.65,12.23
1998-07-05,0,0,5.42,13.06
1998-07-06,0,0,5.64,13.76
1998-07-07,0,0,4.18,13.81
1998-07-08,0,0,4.7,13.82
1998-07-09,0,0,4.56,14.28
1998-07-10,0,0,5.74,14.33
1998-07-11,0,0,8.25,15.9
1998-07-12,0,0,7.33,16.18
1998-07-13,0,0,6.83,15.52
1998-07-14,0,0,6.45,15.33
1998-07-15,0,0,6.19,15.39
1998-07-16,0,0,4.53,15.45
1998-07-17,0,0,5.64,16.21
1998-07-18,0,0,6.56,16.4
1998-07-19,0,0,4.63,15.58
1998-07-20,0,0.05,4.6,14.17
1998-07-21,0,0.03,4.06,11.46
1998-07-22,0,0,4.85,10.73
1998-07-23,0,0.3,5.43,13.83
